-0.00737494	0.000247344	0.0337062	-0.0304021	0.862822	0.0288563	0.67346	-0.878351	0.650126	0.388416	0.900687	2.36639e-05	0.985141
-0.00912633	0.000166837	0.0283273	-0.3818	0.836253	0.07885	0.770287	-0.873314	0.66125	0.790382	0.909571	6.7115e-05	0.981579
-0.00487599	0.000165606	0.0193439	-0.488905	0.689316	0.125734	0.889231	-0.992426	0.664596	0.877599	0.901882	0.000413252	0.9902
0.00739587	0.000142751	0.0121398	-0.4997	0.646554	0.285845	0.677716	-0.994382	0.665596	0.854694	0.969993	0.00040937	1.0149
0.00721524	0.000153049	0.00958348	-0.496655	0.638216	0.373015	0.213804	-0.942989	0.666399	0.788044	0.907656	0.000354303	1.01454
0.00232639	0.000191827	0.00927387	-0.457357	0.652479	0.245677	0.0648025	0.981812	0.666519	0.668605	0.965563	0.000282508	1.00466
-0.000713176	0.000222859	0.0093381	0.467353	0.660439	0.401663	0.0654154	0.977916	0.66658	0.480163	0.922461	0.000240775	0.998573
-0.00145722	0.000243353	0.00952714	0.483999	0.66327	0.680634	0.0686015	0.965868	0.666619	0.221804	0.965871	0.000219378	0.997081
-0.00138932	0.00025745	0.00977207	0.459877	0.663251	0.997345	0.0766688	0.942216	0.666637	0.00639061	0.999161	0.000209681	0.997217
-0.00104084	0.000270432	0.0100396	-0.459128	0.661811	0.776514	0.108259	0.895211	0.666644	-0.0325215	0.998466	0.000205798	0.997916
-0.000627958	0.000286481	0.0103399	-0.497851	0.660086	0.986832	0.120471	0.800823	0.666653	-0.00327857	0.998577	0.00020382	0.998743
-0.000280043	0.000306874	0.0106982	-0.499339	0.658498	0.949841	0.0884867	0.664593	0.666656	0.0217361	0.998285	0.000202685	0.99944
-1.55506e-05	0.000334171	0.0111482	-0.499457	0.657228	0.970732	0.0146358	0.565936	0.666656	0.0150606	0.994511	0.000201569	0.999969
-2.39707e-05	0.000371887	0.0117633	-0.499554	0.656352	0.936717	0.108391	0.605375	0.666655	-0.0380702	0.997996	0.000200712	0.999952
0.00040824	0.000424497	0.0126015	-0.499581	0.655445	0.982713	0.159273	0.481983	0.666656	0.0119958	0.995625	0.000200582	1.00082
-0.000691828	0.000515907	0.013846	-0.499494	0.654807	0.682778	0.707451	0.741786	0.666652	-0.255116	0.975136	0.000199945	0.998615
0.00361644	0.000680984	0.0163329	-0.499672	0.65446	0.679999	0.482777	-0.572155	0.666558	0.32755	0.93653	0.000202499	1.00726
0.0113881	0.00100241	0.0187552	-0.465316	0.650633	0.211869	0.512639	0.90536	0.666425	-0.610076	0.934503	0.000199241	1.02304
-0.206499	0.000185353	0.0932598	0.0174455	0.699354	0.0392258	0.48663	-0.997051	0.64127	-0.0970933	0.903342	0.000484669	0.479525
-0.272766	0.000105662	0.0728905	-0.223471	0.360999	0.771303	0.466435	-0.834094	0.653044	-0.126512	0.999276	0.000203135	0.249855
-0.0375054	8.44637e-05	0.0639404	-0.445585	0.569877	0.400121	0.57821	-0.270321	0.660319	0.422229	0.910354	0.00023027	0.922066
0.00939783	7.22186e-05	0.0549636	-0.496936	0.626069	0.302021	0.773738	-0.158451	0.662183	0.582975	0.918216	0.000321305	1.01897
0.0191503	6.33829e-05	0.0471921	-0.451246	0.667128	0.2361	0.662781	-0.118449	0.663969	0.620706	0.903188	0.000360611	1.03905
0.015254	5.89235e-05	0.0419954	-0.256519	0.692046	0.150347	0.595192	-0.0832597	0.665263	0.602761	0.915408	0.000384912	1.03098
0.00971136	5.81666e-05	0.0390036	0.286904	0.707321	0.128767	0.553461	-0.0508585	0.665846	0.550686	0.902866	0.000407563	1.01961
0.00558497	5.95445e-05	0.0375455	0.367381	0.715041	0.124894	0.520507	-0.0238613	0.666124	0.475726	0.962487	0.000411043	1.01123
0.00268282	6.22867e-05	0.037085	0.258873	0.718596	0.0985942	0.494949	-0.00279129	0.666251	0.397793	0.90449	0.000414984	1.00538
0.00101853	6.59536e-05	0.0372304	-0.296973	0.71991	0.0922706	0.476438	0.0133077	0.666341	0.333383	0.947685	0.000420283	1.00204
0.000369994	7.05882e-05	0.0378054	-0.450997	0.720113	0.140868	0.466755	0.0259349	0.666422	0.283148	0.907045	0.000424909	1.00074
0.000177131	7.60712e-05	0.0386919	-0.476489	0.71991	0.201616	0.459196	0.0401453	0.666467	0.245186	0.951604	0.000429665	1.00035
0.000423061	8.34786e-05	0.0400611	-0.483963	0.719583	0.265252	0.460689	0.0560684	0.666492	0.213383	0.909819	0.000433264	1.00085
0.000304399	9.28338e-05	0.0418636	-0.488997	0.719228	0.338066	0.455977	0.0761748	0.666483	0.182297	0.962114	0.000437657	1.00061
0.00130511	0.000106106	0.0444311	-0.490086	0.718865	0.41911	0.458341	0.0996887	0.666493	0.157167	0.913524	0.000440898	1.00261
0.000934937	0.000124159	0.0477814	-0.489112	0.718699	0.584522	0.456516	0.144796	0.666392	0.0971643	0.94744	0.000444232	1.00187
0.00437905	0.000156467	0.0535572	-0.483792	0.717055	0.606945	0.407887	0.168825	0.666266	0.105622	0.919685	0.000450776	1.0088
0.00978334	0.000195994	0.059583	-0.321872	0.720445	0.93006	0.535061	0.26179	0.664416	-0.0260128	0.915441	0.000444236	1.01976
-0.330914	0.00015404	0.147727	-0.0600412	0.777701	0.0325749	0.496844	-0.999268	0.629927	-0.0243746	0.952104	0.00152536	0.0108498
0.70554	8.04405e-05	0.107495	-0.231956	0.493881	0.620395	0.492825	-0.949597	0.643344	-0.202296	0.900894	0.00100456	5.7921
-0.320441	6.2233e-05	0.0966175	-0.437665	0.355872	0.570929	0.487609	-0.793739	0.652751	-0.27703	0.982765	0.000322937	0.0569144
0.0483668	5.33853e-05	0.0911378	-0.492617	0.449712	0.762812	0.465537	-0.408754	0.656005	-0.138649	0.986646	0.000224451	1.10165
0.0771878	4.84761e-05	0.0865358	-0.414866	0.542706	0.62794	0.505068	-0.228173	0.659173	0.180142	0.918802	0.000243391	1.16729
0.0486142	4.54846e-05	0.0821554	-0.240144	0.604698	0.319611	0.536098	-0.164956	0.661377	0.327004	0.927518	0.000254006	1.1022
0.0248137	4.36384e-05	0.0781911	0.130713	0.644826	0.181339	0.529968	-0.126654	0.662604	0.372946	0.904204	0.00028246	1.05089
0.0124202	4.27783e-05	0.0752134	0.250089	0.668187	0.120685	0.523603	-0.0892861	0.66337	0.37117	0.919346	0.000310048	1.02515
0.00647229	4.27506e-05	0.0732515	0.107995	0.684023	0.0806627	0.51992	-0.0529813	0.663978	0.354199	0.903365	0.000338427	1.01303
0.00367047	4.35792e-05	0.0722777	-0.288529	0.694737	0.0676383	0.516707	-0.0150504	0.664484	0.335878	0.935747	0.000367363	1.00737
0.00265086	4.53667e-05	0.072249	-0.417379	0.702357	0.0808002	0.514637	0.0222856	0.664874	0.318112	0.903315	0.000396394	1.00532
0.00241095	4.80677e-05	0.0730386	-0.451484	0.707406	0.102076	0.511572	0.0548133	0.665178	0.299874	0.941331	0.000424366	1.00483
0.00275822	5.17645e-05	0.0745961	-0.464018	0.71098	0.128412	0.509355	0.0845983	0.665398	0.279629	0.903617	0.000445815	1.00553
0.00275614	5.65548e-05	0.0769134	-0.471017	0.713025	0.159842	0.506354	0.118774	0.665544	0.256244	0.973547	0.000462476	1.00553
0.00410793	6.31137e-05	0.0803156	-0.469499	0.714906	0.201635	0.502733	0.15764	0.665619	0.234496	0.904328	0.000477559	1.00825
0.0050414	7.20609e-05	0.0849685	-0.457779	0.715166	0.257787	0.504579	0.201912	0.665478	0.201978	0.944575	0.000491693	1.01013
0.00969043	8.45422e-05	0.0913755	-0.421919	0.71593	0.302215	0.486349	0.234784	0.664899	0.192221	0.905323	0.000505122	1.01957
0.0161862	0.000100471	0.0987966	-0.229246	0.714979	0.417535	0.510847	0.270558	0.662649	0.149958	0.930849	0.00051737	1.0329
