0.00190476	0.150744
0.0114286	0.146116
0.0171429	0.140826
0.0209524	0.137521
0.0247619	0.134215
0.0342857	0.13157
0.0380952	0.127603
0.0438095	0.12562
0.0533333	0.122314
0.0628571	0.120331
0.0685714	0.118347
0.08	0.115702
0.0933333	0.11438
0.112381	0.113058
0.137143	0.115041
0.150476	0.117025
0.16381	0.118347
0.180952	0.120992
0.192381	0.124959
0.211429	0.127603
0.228571	0.130248
0.251429	0.135537
0.266667	0.138182
0.28381	0.142149
0.300952	0.145455
0.31619	0.14876
0.342857	0.153388
0.36	0.156033
0.377143	0.158017
0.39619	0.160661
0.413333	0.163306
0.432381	0.163306
