0.00120482	0.330128
0.00240964	0.407051
0.00481928	0.445513
0.0060241	0.496795
0.0060241	0.512821
0.00722892	0.541667
0.00843373	0.567308
0.00963855	0.589744
0.0120482	0.599359
0.0144578	0.628205
0.0156627	0.647436
0.0192771	0.669872
0.0240964	0.689103
0.0289157	0.695513
0.0361446	0.698718
0.0433735	0.689103
0.0566265	0.663462
0.0722892	0.621795
0.0855422	0.589744
0.1	0.538462
0.114458	0.496795
0.142169	0.426282
0.172289	0.352564
0.2	0.294872
0.227711	0.233974
0.256627	0.189103
0.285542	0.157051
0.314458	0.121795
0.343373	0.099359
0.372289	0.0801282
0.401205	0.0641026
0.43012	0.0544872
0.456627	0.0512821
0.486747	0.0448718
0.487952	0.0384615
